"game_id","move","turn","game_turn_id","ad_id","message","expires_in","probability","reward"
"0fBwk7VZ",buy,15,32534,EdoVH46K,Help Keegan Henryson to write their biographical novel about their difficulties with a deranged clothes,7,Suicide mission,"18"
"0fBwk7VZ",buy,15,32534,G5v1GbNL,Steal pan delivery to Rivka Burnham and share some of the profits with the people.,6,Piece of cake,"53"
"0fBwk7VZ",buy,15,32534,xxbV20v8,Help Tabassum Addison to sell an unordinary cat on the local market,5,Hmmm....,"22"
"0fBwk7VZ",buy,15,32534,O6v9sjNN,Create an advertisement campaign for Szczęsny Patrick to promote their sheep based business,3,Quite likely,"28"
"0fBwk7VZ",buy,15,32534,xX9YsgDq,Help Clifton Keighley to sell an unordinary clothes on the local market,1,Hmmm....,"27"
"0fBwk7VZ",buy,15,32534,"1CEU7BO2",Help Vasile Woodward to reach an agreement with Renzo Britton on the matters of disputed chicken,1,Sure thing,"18"
"0fBwk7VZ",buy,15,32534,vRzOsC2a,Escort Ignatz Orange to grassland in Newfire where they can meet with their long lost chariot,7,Gamble,"64"
"0fBwk7VZ",buy,15,32534,JEFbMNEI,Help Behar Herbertson to sell an unordinary clothes on the local market,7,Risky,"25"
"0fBwk7VZ",buy,15,32534,I6OvnlcB,Create an advertisement campaign for Dell Christianson to promote their water based business,7,Walk in the park,"44"
"0fBwk7VZ",buy,15,32534,"1YWdfKO9",Help Kerry Aimar to write their biographical novel about their difficulties with a deranged beer mug,7,Piece of cake,"39"
"0fBwk7VZ",solve,16,32539,"1YWdfKO9",Help Kerry Aimar to write their biographical novel about their difficulties with a deranged beer mug,6,Piece of cake,"39"
"0fBwk7VZ",solve,16,32539,V6OyIcEO,Escort Ayman Chadwick to meadow in Strongbane where they can meet with their long lost house,7,Piece of cake,"46"
"0fBwk7VZ",solve,16,32539,I6OvnlcB,Create an advertisement campaign for Dell Christianson to promote their water based business,6,Walk in the park,"44"
"0fBwk7VZ",solve,16,32539,G5v1GbNL,Steal pan delivery to Rivka Burnham and share some of the profits with the people.,5,Piece of cake,"53"
"0fBwk7VZ",solve,16,32539,xxbV20v8,Help Tabassum Addison to sell an unordinary cat on the local market,4,Hmmm....,"22"
"0fBwk7VZ",solve,16,32539,O6v9sjNN,Create an advertisement campaign for Szczęsny Patrick to promote their sheep based business,2,Quite likely,"28"
"0fBwk7VZ",solve,16,32539,JEFbMNEI,Help Behar Herbertson to sell an unordinary clothes on the local market,6,Risky,"25"
"0fBwk7VZ",solve,16,32539,vRzOsC2a,Escort Ignatz Orange to grassland in Newfire where they can meet with their long lost chariot,6,Gamble,"64"
"0fBwk7VZ",solve,16,32539,EdoVH46K,Help Keegan Henryson to write their biographical novel about their difficulties with a deranged clothes,6,Suicide mission,"18"
"0fBwk7VZ",solve,16,32539,Onx7gwxw,Create an advertisement campaign for Alonso Clemens to promote their pot based business,7,Piece of cake,"30"
"0fBwk7VZ",buy,30,32578,UHupZ7O0,Investigate Miracle Perkins and find out their relation to the magic chariot.,3,Suicide mission,"161"
"0fBwk7VZ",buy,30,32578,ROezP160,Help defending meadow in Ridgepine from the intruders,6,Quite likely,"94"
"0fBwk7VZ",buy,30,32578,IvDNUjY6,Help defending savannah in Strongpeak from the intruders,2,Hmmm....,"121"
"0fBwk7VZ",buy,30,32578,pWM2gOqx,Rescue Suniti Matthewson from field in Ridgeton where they are attacked by angry chicken,2,Sure thing,"38"
"0fBwk7VZ",buy,30,32578,kGwYBE01,Rescue Aglaya Collingwood from pasture in Lowegill where they are attacked by angry pan,5,Walk in the park,"37"
"0fBwk7VZ",buy,30,32578,eHPWNdCm,Infiltrate The Eagle Soldiers and recover their secrets.,2,Playing with fire,"152"
"0fBwk7VZ",buy,30,32578,wY3GrDHB,Investigate Reinhilde Herbertson and find out their relation to the magic cat.,3,Suicide mission,"164"
"0fBwk7VZ",buy,30,32578,EK27z5pJ,Infiltrate The Emerald Forsaken Squad and recover their secrets.,1,Suicide mission,"149"
"0fBwk7VZ",solve,31,32583,eHPWNdCm,Infiltrate The Eagle Soldiers and recover their secrets.,1,Playing with fire,"152"
"0fBwk7VZ",solve,31,32583,"7tSRlu7t",Help defending village in Metalmire from the intruders,7,Sure thing,"124"
"0fBwk7VZ",solve,31,32583,"46QV3nN8",Infiltrate The Ivory Pygmy Posse and recover their secrets.,2,Playing with fire,"151"
"0fBwk7VZ",solve,31,32583,"5ddO1cNd",Investigate Malai Herbert and find out their relation to the magic horse.,3,Playing with fire,"157"
"0fBwk7VZ",solve,31,32583,pWM2gOqx,Rescue Suniti Matthewson from field in Ridgeton where they are attacked by angry chicken,1,Sure thing,"38"
"0fBwk7VZ",solve,31,32583,IvDNUjY6,Help defending savannah in Strongpeak from the intruders,1,Hmmm....,"121"
"0fBwk7VZ",solve,31,32583,kGwYBE01,Rescue Aglaya Collingwood from pasture in Lowegill where they are attacked by angry pan,4,Walk in the park,"37"
"0fBwk7VZ",solve,31,32583,ROezP160,Help defending meadow in Ridgepine from the intruders,5,Quite likely,"94"
"0fBwk7VZ",solve,31,32583,UHupZ7O0,Investigate Miracle Perkins and find out their relation to the magic chariot.,2,Suicide mission,"161"
"0fBwk7VZ",solve,31,32583,wY3GrDHB,Investigate Reinhilde Herbertson and find out their relation to the magic cat.,2,Suicide mission,"164"
"0fBwk7VZ",buy,48,32633,DMaZvNuf,Help defending well in Highfire from the intruders,5,Suicide mission,"120"
